       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            51        0.2000        0.0200       102            2.1000        8.1600        0.0600       175          -10.0000        5.6600        0.0900

       logQ = logRho - 2*logT + 12
      -10.000000

 logT logPgas   lpp_H  lpp_He   lpp_C   lpp_N   lpp_O  lpp_Ne  lpp_Mg  lpp_Si  lpp_Fe     Z_H    Z_He     Z_C     Z_N     Z_O    Z_Ne    Z_Mg    Z_Si    Z_Fe     f_H    f_He     f_C     f_N     f_O    f_Ne    f_Mg    f_Si    f_Fe
 2.46  -7.139  -7.435  -7.446 -10.276 -10.856  -9.956 -10.742 -11.184 -11.027 -11.292   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.52  -6.959  -7.255  -7.266 -10.096 -10.676  -9.776 -10.562 -11.004 -10.847 -11.112   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.58  -6.779  -7.075  -7.086  -9.916 -10.496  -9.596 -10.382 -10.824 -10.667 -10.932   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.64  -6.599  -6.895  -6.906  -9.736 -10.316  -9.416 -10.202 -10.644 -10.487 -10.752   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.70  -6.400  -6.697  -6.708  -9.537 -10.117  -9.218 -10.004 -10.445 -10.288 -10.553   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.76  -6.160  -6.457  -6.468  -9.297  -9.877  -8.978  -9.764 -10.206 -10.048 -10.313   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.82  -5.920  -6.217  -6.228  -9.057  -9.637  -8.738  -9.524  -9.966  -9.808 -10.073   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.88  -5.680  -5.977  -5.988  -8.817  -9.397  -8.498  -9.284  -9.726  -9.568  -9.833   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.94  -5.440  -5.737  -5.748  -8.577  -9.157  -8.258  -9.044  -9.486  -9.328  -9.593   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.00  -5.200  -5.497  -5.508  -8.337  -8.917  -8.018  -8.804  -9.246  -9.088  -9.353   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.06  -4.960  -5.257  -5.268  -8.097  -8.677  -7.778  -8.564  -9.006  -8.848  -9.113   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.12  -4.720  -5.017  -5.028  -7.857  -8.437  -7.538  -8.324  -8.766  -8.608  -8.873   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.18  -4.480  -4.777  -4.788  -7.617  -8.197  -7.298  -8.084  -8.526  -8.368  -8.633   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.24  -4.240  -4.537  -4.548  -7.377  -7.957  -7.058  -7.844  -8.286  -8.128  -8.393   0.000   0.000   0.000   0.000   0.000   0.000   0.001   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   0.999   1.000   1.000
 3.30  -4.000  -4.297  -4.308  -7.137  -7.717  -6.818  -7.604  -8.046  -7.888  -8.153   0.000   0.000   0.000   0.000   0.000   0.000   0.033   0.001   0.005   1.000   1.000   1.000   1.000   1.000   1.000   0.967   0.999   0.995
 3.36  -3.760  -4.057  -4.068  -6.897  -7.477  -6.578  -7.364  -7.806  -7.648  -7.913   0.000   0.000   0.000   0.000   0.000   0.000   0.395   0.017   0.097   1.000   1.000   1.000   1.000   1.000   1.000   0.605   0.983   0.903
 3.42  -3.520  -3.817  -3.828  -6.657  -7.238  -6.338  -7.124  -7.566  -7.408  -7.673   0.000   0.000   0.000   0.000   0.000   0.000   0.948   0.396   0.780   1.000   1.000   1.000   1.000   1.000   1.000   0.052   0.604   0.220
 3.48  -3.280  -3.577  -3.588  -6.417  -6.998  -6.098  -6.884  -7.326  -7.168  -7.433   0.000   0.000   0.000   0.000   0.000   0.000   0.999   0.974   0.994   1.000   1.000   1.000   1.000   1.000   1.000   0.001   0.026   0.006
 3.54  -3.040  -3.337  -3.348  -6.177  -6.758  -5.858  -6.644  -7.086  -6.928  -7.193   0.000   0.000   0.043   0.000   0.000   0.000   1.000   0.999   1.000   1.000   1.000   0.957   1.000   1.000   1.000   0.000   0.001   0.000
 3.60  -2.800  -3.097  -3.108  -5.938  -6.518  -5.618  -6.404  -6.846  -6.688  -6.953   0.001   0.000   0.560   0.000   0.001   0.000   1.000   1.000   1.000   0.999   1.000   0.440   1.000   0.999   1.000   0.000   0.000   0.000
 3.66  -2.560  -2.861  -2.872  -5.702  -6.282  -5.382  -6.168  -6.610  -6.452  -6.717   0.018   0.000   0.900   0.007   0.015   0.000   1.000   1.000   1.000   0.982   1.000   0.100   0.993   0.985   1.000   0.000   0.000   0.000
 3.72  -2.320  -2.648  -2.659  -5.489  -6.069  -5.169  -5.955  -6.397  -6.240  -6.505   0.147   0.000   0.976   0.089   0.128   0.000   1.007   1.000   1.001   0.853   1.000   0.024   0.911   0.872   1.000   0.000   0.000   0.000
 3.78  -2.080  -2.502  -2.513  -5.342  -5.922  -5.023  -5.809  -6.251  -6.093  -6.358   0.656   0.000   0.996   0.586   0.620   0.000   1.107   1.003   1.021   0.344   1.000   0.004   0.414   0.380   1.000   0.000   0.000   0.000
 3.84  -1.840  -2.311  -2.322  -5.151  -5.732  -4.832  -5.618  -6.060  -5.902  -6.167   0.972   0.000   1.000   0.970   0.967   0.001   1.756   1.103   1.420   0.028   1.000   0.000   0.030   0.033   0.999   0.000   0.000   0.000
 3.90  -1.600  -2.075  -2.086  -4.915  -5.496  -4.596  -5.382  -5.824  -5.666  -5.931   0.998   0.000   1.000   0.998   0.998   0.085   1.985   1.759   1.951   0.002   1.000   0.000   0.002   0.002   0.932   0.000   0.000   0.000
 3.96  -1.360  -1.838  -1.849  -4.678  -5.258  -4.359  -5.145  -5.587  -5.429  -5.694   1.000   0.018   1.002   1.000   1.000   1.903   1.999   1.982   1.997   0.000   0.982   0.000   0.000   0.000   0.032   0.000   0.000   0.000
 4.02  -1.120  -1.650  -1.661  -4.490  -5.071  -4.171  -4.957  -5.399  -5.241  -5.506   1.000   0.410   1.068   1.001   1.000   2.608   2.000   1.998   2.000   0.000   0.590   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.08  -0.880  -1.472  -1.483  -4.312  -4.892  -3.993  -4.779  -5.221  -5.063  -5.328   1.000   0.941   1.619   1.041   1.001   2.967   2.000   2.003   2.005   0.000   0.059   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.14  -0.640  -1.238  -1.249  -4.078  -4.659  -3.759  -4.545  -4.987  -4.829  -5.094   1.000   0.996   1.965   1.575   1.042   3.554   2.000   2.133   2.168   0.000   0.004   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.20  -0.400  -0.999  -1.010  -3.839  -4.419  -3.519  -4.305  -4.747  -4.590  -4.855   1.000   1.000   1.997   1.965   1.618   5.570   2.000   2.826   2.820   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.26  -0.160  -0.759  -0.770  -3.599  -4.179  -3.280  -4.066  -4.507  -4.350  -4.615   1.000   1.000   2.009   1.998   1.973   6.348   2.000   3.002   2.985   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.32   0.080  -0.519  -0.530  -3.360  -3.940  -3.040  -3.826  -4.268  -4.110  -4.375   1.000   1.003   2.281   2.040   2.001   7.983   2.000   3.310   3.016   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.38   0.320  -0.289  -0.300  -3.129  -3.710  -2.810  -3.596  -4.038  -3.880  -4.145   1.000   1.093   2.907   2.498   2.096   8.000   2.000   3.901   3.414   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.44   0.560  -0.107  -0.118  -2.948  -3.528  -2.628  -3.414  -3.856  -3.698  -3.963   1.000   1.690   3.024   2.934   2.704   8.000   2.001   3.991   3.941   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.50   0.800   0.108   0.097  -2.733  -3.313  -2.413  -3.199  -3.641  -3.483  -3.748   1.000   1.971   3.452   3.021   2.976   8.000   2.031   3.999   4.033   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.56   1.040   0.345   0.334  -2.495  -3.075  -2.175  -2.962  -3.403  -3.246  -3.511   1.000   1.997   3.934   3.472   3.068   8.000   2.534   4.000   4.525   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.62   1.280   0.585   0.574  -2.255  -2.836  -1.936  -2.722  -3.164  -3.006  -3.271   1.000   2.000   3.994   3.962   3.602   8.000   2.964   4.000   4.968   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.68   1.520   0.825   0.814  -2.016  -2.596  -1.696  -2.482  -2.924  -2.766  -3.031   1.000   2.000   3.999   4.288   3.985   8.000   3.070   4.000   5.315   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.74   1.760   1.065   1.054  -1.776  -2.356  -1.456  -2.242  -2.684  -2.526  -2.791   1.000   2.000   4.000   4.878   4.491   8.000   3.660   4.000   5.915   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.80   2.000   1.304   1.294  -1.536  -2.116  -1.216  -2.002  -2.444  -2.287  -2.551   1.000   2.000   4.000   4.988   4.995   8.000   3.994   4.003   6.347   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.86   2.240   1.544   1.533  -1.296  -1.876  -0.976  -1.763  -2.204  -2.047  -2.312   1.000   2.000   4.000   4.999   5.523   8.000   4.372   4.119   6.923   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.92   2.480   1.784   1.773  -1.056  -1.636  -0.737  -1.523  -1.964  -1.807  -2.072   1.000   2.000   4.000   5.000   5.940   8.000   4.976   4.779   7.331   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.98   2.720   2.024   2.013  -0.816  -1.396  -0.497  -1.283  -1.724  -1.567  -1.832   1.000   2.000   4.000   5.000   5.994   8.000   5.657   5.099   7.880   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.04   2.960   2.264   2.253  -0.576  -1.156  -0.257  -1.043  -1.485  -1.327  -1.592   1.000   2.000   4.000   5.000   5.999   8.000   6.096   5.736   8.336   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.10   3.200   2.504   2.493  -0.336  -0.916  -0.017  -0.803  -1.245  -1.087  -1.352   1.000   2.000   4.000   5.000   6.000   8.000   6.733   6.168   9.074   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.16   3.440   2.744   2.733  -0.096  -0.677   0.223  -0.563  -1.005  -0.847  -1.112   1.000   2.000   4.000   5.000   6.000   8.000   7.201   6.939   9.872   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.22   3.680   2.984   2.973   0.144  -0.437   0.463  -0.323  -0.765  -0.607  -0.872   1.000   2.000   4.006   5.000   6.000   8.000   8.163   7.804  10.979   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.28   3.920   3.224   3.213   0.384  -0.197   0.703  -0.083  -0.525  -0.367  -0.632   1.000   2.000   4.153   5.000   6.000   8.000   9.062   8.408  12.183   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.34   4.160   3.464   3.453   0.623   0.043   0.943   0.157  -0.285  -0.127  -0.392   1.000   2.000   4.765   5.001   6.000   8.000   9.741   9.052  13.091   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.40   4.400   3.704   3.693   0.863   0.283   1.183   0.397  -0.045   0.113  -0.152   1.000   2.000   5.068   5.023   6.000   8.000   9.967  10.136  14.575   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.46   4.640   3.944   3.933   1.103   0.523   1.423   0.637   0.195   0.353   0.088   1.000   2.000   5.606   5.339   6.000   8.059   9.995  11.200  15.587   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.52   4.880   4.184   4.173   1.343   0.763   1.663   0.877   0.435   0.592   0.328   1.000   2.000   5.941   5.911   6.010   9.745   9.999  11.830  15.942   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.58   5.120   4.423   4.412   1.583   1.003   1.903   1.117   0.675   0.832   0.567   1.000   2.000   5.992   6.338   6.192   9.997  10.000  11.977  15.992   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.64   5.360   4.663   4.652   1.823   1.243   2.142   1.356   0.915   1.072   0.807   1.000   2.000   5.999   6.858   6.805  10.000  10.000  11.996  15.998   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.70   5.600   4.903   4.892   2.063   1.482   2.382   1.596   1.154   1.312   1.047   1.000   2.000   6.000   6.980   7.275  10.000  10.000  11.999  16.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.76   5.840   5.143   5.132   2.303   1.722   2.622   1.836   1.394   1.552   1.287   1.000   2.000   6.000   6.997   7.823  10.000  10.000  12.000  16.021   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.82   6.080   5.383   5.372   2.542   1.962   2.862   2.076   1.634   1.792   1.527   1.000   2.000   6.000   6.999   7.974  10.000  10.000  12.000  16.326   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.88   6.320   5.623   5.612   2.782   2.202   3.102   2.316   1.874   2.032   1.767   1.000   2.000   6.000   7.000   7.995  10.000  10.001  12.000  17.144   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.94   6.560   5.863   5.852   3.022   2.442   3.342   2.556   2.114   2.272   2.007   1.000   2.000   6.000   7.000   7.999  10.000  10.027  12.000  18.177   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.00   6.800   6.103   6.092   3.262   2.682   3.582   2.796   2.354   2.512   2.247   1.000   2.000   6.000   7.000   8.000  10.000  10.323  12.000  20.006   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.06   7.040   6.343   6.332   3.502   2.922   3.822   3.036   2.594   2.752   2.487   1.000   2.000   6.000   7.000   8.000  10.000  10.987  12.006  21.275   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.12   7.280   6.583   6.572   3.742   3.162   4.062   3.276   2.834   2.992   2.727   1.000   2.000   6.000   7.000   8.000  10.000  11.631  12.101  23.307   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.18   7.520   6.823   6.812   3.982   3.402   4.302   3.516   3.074   3.232   2.967   1.000   2.000   6.000   7.000   8.000  10.000  11.931  12.638  23.875   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.24   7.760   7.063   7.052   4.222   3.642   4.542   3.756   3.314   3.472   3.207   1.000   2.000   6.000   7.000   8.000  10.000  11.987  13.342  23.978   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.30   8.000   7.303   7.292   4.462   3.882   4.782   3.996   3.554   3.712   3.447   1.000   2.000   6.000   7.000   8.000  10.000  11.997  13.843  23.995   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.36   8.240   7.543   7.532   4.702   4.122   5.022   4.236   3.794   3.952   3.687   1.000   2.000   6.000   7.000   8.000  10.000  11.999  13.971  23.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.42   8.480   7.783   7.772   4.942   4.362   5.262   4.476   4.034   4.192   3.927   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.994  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.48   8.720   8.023   8.012   5.182   4.602   5.502   4.716   4.274   4.432   4.167   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.998  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.54   8.960   8.263   8.252   5.422   4.842   5.742   4.956   4.514   4.672   4.407   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.999  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.60   9.200   8.503   8.492   5.662   5.082   5.982   5.196   4.754   4.912   4.647   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.66   9.440   8.743   8.732   5.902   5.322   6.222   5.436   4.994   5.152   4.887   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.007   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.72   9.680   8.983   8.972   6.142   5.562   6.462   5.676   5.234   5.392   5.127   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.090   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.78   9.920   9.223   9.212   6.382   5.802   6.702   5.916   5.474   5.632   5.367   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.569   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.84  10.160   9.463   9.452   6.622   6.042   6.942   6.156   5.714   5.872   5.607   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.354   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.90  10.400   9.703   9.692   6.862   6.282   7.182   6.396   5.954   6.112   5.847   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.828   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.96  10.640   9.943   9.932   7.102   6.522   7.422   6.636   6.194   6.352   6.087   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.959   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.02  10.880  10.183  10.172   7.342   6.762   7.662   6.876   6.434   6.592   6.327   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.989   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.08  11.120  10.423  10.412   7.582   7.002   7.902   7.116   6.674   6.832   6.567   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.996   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.14  11.360  10.663  10.652   7.822   7.242   8.142   7.356   6.914   7.072   6.807   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.20  11.600  10.903  10.892   8.062   7.482   8.382   7.596   7.154   7.312   7.047   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.26  11.840  11.143  11.132   8.302   7.722   8.622   7.836   7.394   7.552   7.287   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.32  12.080  11.383  11.372   8.542   7.962   8.862   8.076   7.634   7.792   7.527   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.38  12.320  11.623  11.612   8.782   8.202   9.102   8.316   7.874   8.032   7.767   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.44  12.560  11.863  11.852   9.022   8.442   9.342   8.556   8.114   8.272   8.007   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.50  12.800  12.103  12.092   9.262   8.682   9.582   8.796   8.354   8.512   8.247   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.56  13.040  12.343  12.332   9.502   8.922   9.822   9.036   8.594   8.752   8.487   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
